ID,DAY_ID,GAS_RET,COAL_RET,CARBON_RET,FR_TEMP,FR_WIND,FR_RAIN,FR_GAS,FR_COAL,FR_HYDRO,FR_NUCLEAR,FR_SOLAR,FR_WINDPOW,FR_CONSUMPTION,FR_RESIDUAL_LOAD,FR_NET_IMPORT,FR_NET_EXPORT,DE_FR_EXCHANGE,FR_DE_EXCHANGE,TARGET
1054,206,0.3390405863640898,0.1245520599706906,-0.0024447867138458,-0.0634041413471691,-0.2831603961185542,-0.5563555002917462,-0.2137659133791696,0.288781611129084,0.2078382309281285,-0.1904634705988722,1.248911177519735,-0.2694604805417178,-0.4274582131657863,-0.4446609427027537,-0.6928595710148415,0.6928595710148415,-0.6065234951621371,0.6065234951621371,0.0283133812568542
2049,501,-0.6590913073784734,0.0471142795170799,-0.4903654095824015,1.8312409116063852,0.8284119037598268,-0.7704573225898551,0.4269397331734688,-0.7621528254370653,-0.8071117162817929,-2.1859607711861857,3.23738042714508,-0.1073497959444127,-1.00345246520524,-1.1831938117187766,1.1308376214004447,-1.1308376214004447,-0.0220632467608418,0.0220632467608418,-0.112516364811792
1924,687,0.5359743475394775,0.743337775067128,0.2049518485585072,0.1148361182746464,0.4876076468716573,-0.3133378370515337,2.122241279820265,0.7770529593241452,0.7791423239044704,0.735137427940758,-0.371038674491646,-0.1412391188730786,1.9786653993528185,1.9472728440820573,1.6825866471237902,-1.6825866471237902,1.0213052419055586,-1.0213052419055586,-0.1808399597862505
1101,818,0.2451089520167537,1.5266058117761336,2.614377951099151,0.7294951086825019,-1.0115596705829857,-0.4245497002743987,-0.2408619327881554,-0.2749747004973816,-0.7959829899476969,0.1769345725545251,0.7235874438286344,-0.5644977000470582,-0.617037662202979,-0.5262670965987065,-0.990323600383574,0.990323600383574,-0.924989989484042,0.924989989484042,-0.0717326120736016
1520,467,0.8910486822555704,0.8614076676222056,1.1244572587668482,0.4727081748683472,-0.9172336879005896,-0.1938365039858217,0.3064217179585053,-0.7759442572741356,0.5932509087710358,-1.920695093341935,2.0544910201299693,-0.24562841150331,-0.765120231829888,-0.860628310679065,0.2003054144228506,-0.2003054144228506,-0.7174900813005115,0.7174900813005115,0.9321054345960168
1546,144,1.8897389885704448,0.4982263479063392,0.6817392519027665,0.1475070344742249,-1.2207598617104611,-0.5298000356015461,0.0689419568300037,-0.7680604357209323,0.017134052192775,-1.3478275452481774,1.687112118840143,-0.9031321663691312,-0.6770853480417063,-0.5860513696189525,0.9862353887047264,-0.9862353887047264,0.3995880437214672,-0.3995880437214672,0.192679748277726
1069,1136,0.2067689807372768,0.9933037634771696,-0.2237393458007189,0.902719255878647,-0.39485721618777,-0.0515349219945412,-0.1962553938725268,0.421618748419525,0.1587253047227198,-0.1196103228312771,0.8162179989354051,-0.8050308137783492,-0.5467972255793925,-0.4152544898767173,-0.5695847995077787,0.5695847995077787,-0.5077730150785651,0.5077730150785651,0.1128497066002542
1323,83,2.688207511588379,3.0612102510138035,3.755240079696583,-1.56417445852533,-0.8415603057898235,0.0093557681316998,0.5849961465701421,-0.7663890655516532,-1.045716156377977,-0.137666085368566,0.2246620274937877,-0.7399174264562572,-0.6046939552244551,-0.4470479462353965,-0.3731088823917972,0.3731088823917972,-1.1967874807816392,1.1967874807816392,0.0761526694910631
1618,307,-1.4871544461723054,-0.6923782242605907,-0.7682829426210807,-0.4597682547487067,-0.7675779033254404,-0.8064347403565045,1.0339607165676643,-0.7879907366074305,0.2149247411136311,-0.1109800699298937,-0.140213345279639,1.2129407909808685,0.2737763682136477,0.0278622195410571,-0.3420569857388951,0.3420569857388951,-0.4390628527311798,0.4390628527311798,0.0
1507,277,-0.9392463763619714,0.1452237684549823,0.2240658009790263,-1.0023897825764416,-0.3949094933155933,9.473200582383296,0.0714504364246419,-0.7818413557959318,1.1999749207494264,-0.9573749829404952,0.2115880452414807,-0.0138975512840332,-0.8919656812701007,-0.8945471037793482,-0.9643914639062722,0.9643914639062722,-1.13885879281714,1.13885879281714,-0.3901905275265491
