ID,DAY_ID,GAS_RET,COAL_RET,CARBON_RET,DE_TEMP,DE_WIND,DE_RAIN,DE_GAS,DE_COAL,DE_HYDRO,DE_NUCLEAR,DE_SOLAR,DE_WINDPOW,DE_LIGNITE,DE_CONSUMPTION,DE_RESIDUAL_LOAD,DE_NET_IMPORT,DE_NET_EXPORT,DE_FR_EXCHANGE,FR_DE_EXCHANGE,TARGET
297,720,0.9116520982212564,-0.2961684423489058,1.073947680274896,0.3509378227894972,-0.4994093836370882,-1.1148378621447017,0.4878182213059783,-1.473816723376251,-0.368417177098884,-0.2055467105736388,1.7515229138178283,-0.0100900503049942,-2.330557240406623,-0.9833238837730476,-1.1918888309771851,0.2708698412875653,-0.2708698412875653,-0.8395859313179942,0.8395859313179942,-0.2603561005917882
819,116,-0.3598662313713277,-0.2039523149020739,-0.3762340254202002,1.5951582976746423,1.143606699973888,1.608304009316798,0.8823131447764193,-0.0429917643717582,1.2823742500197166,-2.509255456776488,1.1721546012176565,-0.103994117159581,-0.3544804389133964,-0.0556915489995075,-0.1783966379737756,0.8510823699251139,-0.8510823699251139,0.2371051384551892,-0.2371051384551892,-0.1333811131150599
918,406,1.1707600130346183,0.1336428762930268,0.0338743439888232,1.241891828820907,1.3831705822720053,-0.1949273732644735,-0.1884300461758766,-0.3543266973005567,-0.1682640762731794,-1.8797120316183584,-0.324789209787153,1.4480775680275415,-0.237657903012199,0.5321156316528088,-0.795592630550231,0.1731225050749824,-0.1731225050749824,0.3399421451193713,-0.3399421451193713,0.1963115292581426
283,1175,0.1228176201700644,0.2200772769398387,5.453331196581312,-0.634045520351874,-0.1389177025503868,0.9744542622381984,0.5440079226904155,-1.1835660360168865,0.5236104813368397,-0.6462344176503614,0.5092423184692616,0.3592103464540351,-2.2440276355097453,-0.328285710259094,-0.6761367807669755,1.046122110989568,-1.046122110989568,-1.3804638084739531,1.3804638084739531,-0.0254765642989422
158,309,0.6894829110025184,1.0954733371293708,0.3427980199352012,-0.6674960807545806,-1.1060665022313043,0.1944580045124495,2.170760744179383,1.83162272625202,1.2230315140422583,0.1257652794266879,-1.2340925091954982,-1.210164624017568,0.8922605387714073,1.0289867658474938,2.156285200825046,0.3912607250071614,-0.3912607250071614,1.129663406822267,-1.129663406822267,0.4602781894669853
240,626,1.0315243012184467,-0.5430771866357513,-1.0140065442679709,0.4543705545496156,-0.5370885421226103,-0.3360103750262515,0.319901035194941,-1.0899958434375323,0.3308323448089117,-0.3188904234960444,-0.1373253303953271,-0.1596622650311248,-0.2945285049767894,0.0964220805056087,0.2617035335984796,1.2523719442610617,-1.2523719442610617,-2.066913326642389,2.066913326642389,-0.4114397924400805
519,1060,0.0935194604632531,0.2334053464792063,-0.0468104065981098,-2.0720591312644463,0.6469070823405093,-1.0224721010091218,0.8723251164991026,-0.5912949412347023,-1.1911544732950323,0.0167498146047325,2.155170856765171,-0.741317399016998,-0.5115558304531289,0.23163298962546,0.1057632223080199,0.6890803095209305,-0.6890803095209305,-1.0051772052067576,1.0051772052067576,0.012714913418732
583,23,0.2869139949556806,0.0880254135346311,-0.4985469128912192,-0.5433069853672859,-0.16527270954928,-1.331958010569238,0.4720232934298832,-0.2697667539786058,2.4436738607230977,0.0822165250167295,1.8083476157115983,-1.1659239551812384,-0.9661926435853176,-0.0786383758026941,0.3868033426207499,1.5226303464788802,-1.5226303464788802,-0.6656694463634136,0.6656694463634136,0.0631489321501745
837,479,0.2251787575082501,-2.0277121352764347,0.0607078536983182,2.0734047827172333,0.9177389696089352,-0.8661661562476706,0.5278628906805064,-0.2537292972217609,1.850418011746138,-1.903697522298055,2.3870085668774084,0.1381442266583177,-0.2007576122521221,0.172371906201513,-0.3454121817782944,0.1452002950859622,-0.1452002950859622,0.6693857454157872,-0.6693857454157872,-0.3181589851345572
902,659,0.2189669144821883,-0.2507679249649703,-0.0924425161279764,0.2671142525957398,0.4832634109775349,-0.5451026588987148,1.9528309813437317,-0.1005917828414273,-0.0073869481030758,-1.8515079348286936,-0.1724412408613768,-0.3602925980428539,-0.3706566432987327,0.2220039745266162,0.5346294250126188,1.4606183700775628,-1.4606183700775628,-0.9720502556915992,0.9720502556915992,-0.1965200375636385
304,467,0.8910486822555704,0.8614076676222056,1.1244572587668482,0.1020464656872313,-0.8716001662985844,-0.9625192781087868,1.5335953657504289,-1.2403161794474291,2.3069797550177964,-1.2188423234654149,2.1408598870051563,-0.9779762311484462,-0.4621725182547285,-0.2952958672247945,-0.0012790296269248,1.1171388109374805,-1.1171388109374805,-0.7174900813005115,0.7174900813005115,0.2017984935600899
269,36,1.2587388419473622,-0.3424940177229575,-0.3990500034585751,-0.8525673591720813,-0.2615707999958337,0.0127934169716382,0.6861904428733946,-1.3105882544418477,1.2202873412802948,-0.5863333435171098,1.105695374602156,-0.2860790476003936,-1.5080276822674723,-0.2688385589105318,-0.2701192755478214,1.4840961103602297,-1.4840961103602297,-2.0001812170547675,2.0001812170547675,-0.4318253904201081
606,696,0.0506763588431307,-0.0728202247104806,0.4328849265600512,-1.3643312548399635,1.0720423801346006,-0.9279129437903728,-0.8153418000880689,-0.7361724046946394,1.1220116542424812,0.0103644739209561,1.3762381994955404,0.3795171896340027,-0.6933512629311078,0.1333736197681765,-0.8010062664526536,-0.2751900145972265,0.2751900145972265,0.0018255442609159,-0.0018255442609159,-0.4998498577478769
732,556,0.9273731283042168,0.0715009779772646,-0.2029370474985829,1.4936951929921516,4.6971410436302,0.8252373453611712,-0.2697588340423434,-0.481653191974094,-0.5462738742336362,-1.8835233960493944,-0.6013937291944476,3.499530087053527,-1.987135380528502,1.4633483807676555,-2.1865723223180766,-1.5786868822287712,1.5786868822287712,0.7497468558866139,-0.7497468558866139,-0.954473884882676
518,974,-0.6414721135476836,-0.1295313525702365,-1.28239034369361,-1.2869547157826555,1.7178665416199117,-0.1654187013009497,0.5817708789169829,-0.5318692652735769,-0.63443042421171,-0.0018475553998558,1.9768601033411348,-0.0642735722770355,-1.3980490464474178,0.3345145968433961,-0.4518921127743521,0.2903480146775615,-0.2903480146775615,-0.022019773073814,0.022019773073814,1.4003958127357787
315,761,-1.2299818009545695,-0.0556423878810983,-0.5521875419202339,-1.2958602360455775,-0.6729796434381218,-0.937205787833373,1.734229179538575,-0.9021524752217692,3.164533743131355,-1.1971958619159977,0.4009898204401896,-0.7955920095900446,-0.6438039494404405,-0.0606518097565447,0.5578931195009325,1.815673607548222,-1.815673607548222,-1.0471510500320662,1.0471510500320662,0.5371756785133642
541,560,-0.2200054439746539,0.2781091298055194,0.2371437058070828,-1.3531468560673798,2.02895408694054,0.3434752067408356,-0.4044402725537196,-0.8946111457850784,0.6764266020186759,-0.0716999454311269,0.3629232958428417,1.1662044837009666,-1.0722163251649337,0.5415384214685373,-0.8659698972817239,-0.2693643404590531,0.2693643404590531,0.5778518973788245,-0.5778518973788245,0.3656768084523153
464,783,0.9815836840313688,-0.1607536081237192,0.3190831181134608,-0.03536012786143375,-0.09825947354601855,-0.28557511873860486,1.5580422923357222,-0.1295950800871639,-0.7150404990943845,-0.1636217018322451,-0.7050745764718077,0.3224070027413486,0.1989261524865981,1.184358134599417,0.8010958880771063,-0.0170041596310027,0.0170041596310027,0.0734267067956477,-0.0734267067956477,0.6262273342929225
760,741,0.0341886623752324,-0.5090805809828292,0.420710989836945,-1.3784501740825783,2.1867544017396314,0.2759076708418717,0.7365571479172689,0.5419189928802154,0.6308047298510346,-1.8741255111509496,-0.6102324723025208,1.1425510216606862,0.0397250518894047,1.0811090432303656,-0.3339945767368686,-1.0976913277867062,1.0976913277867062,1.3775938439416204,-1.3775938439416204,-0.5183287701460362
415,620,0.6207990377149206,-0.0125290006788555,0.3472469466298373,-0.4334319489086182,-0.6539321086867815,-0.4578454433329733,2.815121366186033,1.3127136842299665,2.0618908252149413,-0.5999289503368593,-0.9802054262241808,-0.0192273016577887,0.688529933452716,1.2462582814208247,1.2528305006247864,-1.0329524982793985,1.0329524982793985,1.1824621997174896,-1.1824621997174896,0.4098576741802502
8,664,0.0,0.7517427642822159,-0.0960376954525255,0.903008496967676,0.2752057197007502,-0.1585415452389554,-0.4107501953332654,-1.2675830036193956,1.119610503075763,-0.9677256179318136,0.9275549118937996,2.149925885493216,-2.229210749527622,0.0805845989887665,-2.110006412781304,-0.9698474102518412,0.9698474102518412,-0.0161942990120933,0.0161942990120933,-1.6995709261671217
99,746,1.9368952766475145,0.7857302654994383,1.939926774104512,1.0523118486687484,-0.6800941062529484,0.7933263000142202,1.346108565814818,0.3283826431575345,0.2126614052468633,0.0061771940939825,0.4048082622571637,-0.9223802443764002,0.3317104295447825,0.2239003167916542,0.8459850763849093,1.144396401764258,-1.144396401764258,-1.6092658233010897,1.6092658233010897,-0.1931839761301076
